month,year,births,date,t,year_idx,month_idx,log_births
9,1971,5535,1971-09-15,1971.6666666666667,5,8,8.618846845142738
10,1971,5259,1971-10-15,1971.75,5,9,8.567696173589344
11,1971,5015,1971-11-15,1971.8333333333333,5,10,8.520188700396035
12,1971,5025,1971-12-15,1971.9166666666667,5,11,8.522180732927277
1,1972,5366,1972-01-15,1972.0,6,0,8.58783803098557
2,1972,5189,1972-02-15,1972.0833333333333,6,1,8.55429627936774
3,1972,5954,1972-03-15,1972.1666666666667,6,2,8.691818541575723
4,1972,5872,1972-04-15,1972.25,6,3,8.677950570294351
5,1972,5803,1972-05-15,1972.3333333333333,6,4,8.666130304190608
6,1972,5452,1972-06-15,1972.4166666666667,6,5,8.603737792816423
7,1972,5415,1972-07-15,1972.5,6,6,8.596928159435091
8,1972,5298,1972-08-15,1972.5833333333333,6,7,8.575084669832014
9,1972,5163,1972-09-15,1972.6666666666667,6,8,8.54927308487965
10,1972,4864,1972-10-15,1972.75,6,9,8.489616423646003
11,1972,4801,1972-11-15,1972.8333333333333,6,10,8.476579508530941
12,1972,5083,1972-12-15,1972.9166666666667,6,11,8.533656917446903
1,1973,5322,1973-01-15,1973.0,7,0,8.579604451537634
2,1973,5045,1973-02-15,1973.0833333333333,7,1,8.52615293278771
3,1973,5708,1973-03-15,1973.1666666666667,7,2,8.649623978596727
4,1973,5711,1973-04-15,1973.25,7,3,8.650149418664864
5,1973,5482,1973-05-15,1973.3333333333333,7,4,8.60922527686273
6,1973,5093,1973-06-15,1973.4166666666667,7,5,8.535622326884605
7,1973,5021,1973-07-15,1973.5,7,6,8.521384396034705
8,1973,4937,1973-08-15,1973.5833333333333,7,7,8.504513138258863
9,1973,4934,1973-09-15,1973.6666666666667,7,8,8.503905297089302
10,1973,4682,1973-10-15,1973.75,7,9,8.451480648050856
11,1973,4575,1973-11-15,1973.8333333333333,7,10,8.428361977709622
12,1973,4698,1973-12-15,1973.9166666666667,7,11,8.454892165218858
1,1974,5223,1974-01-15,1974.0,8,0,8.560827228436299
2,1974,4761,1974-02-15,1974.0833333333333,8,1,8.46821300919452
3,1974,5651,1974-03-15,1974.1666666666667,8,2,8.639587799629844
4,1974,5737,1974-04-15,1974.25,8,3,8.654691704601872
5,1974,5410,1974-05-15,1974.3333333333333,8,4,8.596004371840527
6,1974,5057,1974-06-15,1974.4166666666667,8,5,8.528528701079983
7,1974,5011,1974-07-15,1974.5,8,6,8.519390774959724
8,1974,4904,1974-08-15,1974.5833333333333,8,7,8.497806477616047
9,1974,4783,1974-09-15,1974.6666666666667,8,8,8.472823243680297
10,1974,4591,1974-10-15,1974.75,8,9,8.431853144249223
11,1974,4116,1974-11-15,1974.8333333333333,8,10,8.32263709695394
12,1974,4359,1974-12-15,1974.9166666666667,8,11,8.379997952238393
1,1975,4807,1975-01-15,1975.0,9,0,8.47782846789396
2,1975,4554,1975-02-15,1975.0833333333333,9,1,8.423761246623686
3,1975,5134,1975-03-15,1975.1666666666667,9,2,8.543640361431086
4,1975,5425,1975-04-15,1975.25,9,3,8.59877317840866
5,1975,5288,1975-05-15,1975.3333333333333,9,4,8.573195381531523
6,1975,4611,1975-06-15,1975.4166666666667,9,5,8.436200032206706
7,1975,4773,1975-07-15,1975.5,9,6,8.470730317005897
8,1975,4419,1975-08-15,1975.5833333333333,9,7,8.39366870513074
9,1975,4646,1975-09-15,1975.6666666666667,9,8,8.443761913330354
10,1975,4310,1975-10-15,1975.75,9,9,8.368693183097793
11,1975,4036,1975-11-15,1975.8333333333333,9,10,8.3030093814735
12,1975,4342,1975-12-15,1975.9166666666667,9,11,8.376090350438238
1,1976,4449,1976-01-15,1976.0,10,0,8.400434630806041
2,1976,4333,1976-02-15,1976.0833333333333,10,1,8.374015421739909
3,1976,5036,1976-03-15,1976.1666666666667,10,2,8.524367395164237
4,1976,4955,1976-04-15,1976.25,10,3,8.508152446764088
5,1976,4611,1976-05-15,1976.3333333333333,10,4,8.436200032206706
6,1976,4579,1976-06-15,1976.4166666666667,10,5,8.429235912657095
7,1976,4463,1976-07-15,1976.5,10,6,8.40357646462927
8,1976,4347,1976-08-15,1976.5833333333333,10,7,8.377241230988792
9,1976,4537,1976-09-15,1976.6666666666667,10,8,8.420021279663963
10,1976,4236,1976-10-15,1976.75,10,9,8.351374706721296
11,1976,4045,1976-11-15,1976.8333333333333,10,10,8.305236829492593
12,1976,3883,1976-12-15,1976.9166666666667,10,11,8.264363329731667
1,1977,4245,1977-01-15,1977.0,11,0,8.353497098745448
2,1977,4091,1977-02-15,1977.0833333333333,11,1,8.316544717929398
3,1977,4861,1977-03-15,1977.1666666666667,11,2,8.488999457045455
4,1977,4796,1977-04-15,1977.25,11,3,8.475537516147405
5,1977,4596,1977-05-15,1977.3333333333333,11,4,8.432941638968646
6,1977,4367,1977-06-15,1977.4166666666667,11,5,8.381831553485561
7,1977,4219,1977-07-15,1977.5,11,6,8.347353412124338
8,1977,4271,1977-08-15,1977.5833333333333,11,7,8.359603270841466
9,1977,4156,1977-09-15,1977.6666666666667,11,8,8.332308352219117
10,1977,3860,1977-10-15,1977.75,11,9,8.258422462458876
11,1977,3702,1977-11-15,1977.8333333333333,11,10,8.216628493133443
12,1977,3803,1977-12-15,1977.9166666666667,11,11,8.24354550792826
1,1978,4056,1978-01-15,1978.0,12,0,8.30795254527102
2,1978,4071,1978-02-15,1978.0833333333333,12,1,8.31164394850298
3,1978,4823,1978-03-15,1978.1666666666667,12,2,8.481151420068972
4,1978,4802,1978-04-15,1978.25,12,3,8.4767877767812
5,1978,4727,1978-05-15,1978.3333333333333,12,4,8.461046030793236
6,1978,4469,1978-06-15,1978.4166666666667,12,5,8.404919948933452
7,1978,4281,1978-07-15,1978.5,12,6,8.361941906144946
8,1978,4283,1978-08-15,1978.5833333333333,12,7,8.36240897761537
9,1978,4348,1978-09-15,1978.6666666666667,12,8,8.3774712482411
10,1978,4219,1978-10-15,1978.75,12,9,8.347353412124338
11,1978,3745,1978-11-15,1978.8333333333333,12,10,8.22817689595132
12,1978,3925,1978-12-15,1978.9166666666667,12,11,8.275121630216509
1,1979,4369,1979-01-15,1979.0,13,0,8.382289428951436
2,1979,4111,1979-02-15,1979.0833333333333,13,1,8.321421586897879
3,1979,4740,1979-03-15,1979.1666666666667,13,2,8.463792414689122
4,1979,4902,1979-04-15,1979.25,13,3,8.497398564088058
5,1979,4746,1979-05-15,1979.3333333333333,13,4,8.465057436995709
6,1979,4307,1979-06-15,1979.4166666666667,13,5,8.36799688505411
7,1979,4411,1979-07-15,1979.5,13,6,8.39185670010494
8,1979,4369,1979-08-15,1979.5833333333333,13,7,8.382289428951436
9,1979,4154,1979-09-15,1979.6666666666667,13,8,8.331827004436057
10,1979,4122,1979-10-15,1979.75,13,9,8.324093761450404
11,1979,3753,1979-11-15,1979.8333333333333,13,10,8.23031079913502
12,1979,3596,1979-12-15,1979.9166666666667,13,11,8.18757739559151
1,1980,4094,1980-01-15,1980.0,14,0,8.317277766221235
2,1980,4172,1980-02-15,1980.0833333333333,14,1,8.336150816120663
3,1980,4783,1980-03-15,1980.1666666666667,14,2,8.472823243680297
4,1980,4763,1980-04-15,1980.25,14,3,8.46863300080086
5,1980,4668,1980-05-15,1980.3333333333333,14,4,8.448485993406447
6,1980,4242,1980-06-15,1980.4166666666667,14,5,8.352790135124629
7,1980,4397,1980-07-15,1980.5,14,6,8.388677769180811
8,1980,4129,1980-08-15,1980.5833333333333,14,7,8.32579052588609
9,1980,4097,1980-09-15,1980.6666666666667,14,8,8.318010277546872
10,1980,4018,1980-10-15,1980.75,14,9,8.29853954537488
11,1980,3762,1980-11-15,1980.8333333333333,14,10,8.232706009860976
12,1980,3914,1980-12-15,1980.9166666666667,14,11,8.272315147956022
1,1981,4152,1981-01-15,1981.0,15,0,8.331345424845724
2,1981,4116,1981-02-15,1981.0833333333333,15,1,8.32263709695394
3,1981,4873,1981-03-15,1981.1666666666667,15,2,8.491465042843506
4,1981,4697,1981-04-15,1981.25,15,3,8.454679286026995
5,1981,4417,1981-05-15,1981.3333333333333,15,4,8.393216011596527
6,1981,4225,1981-06-15,1981.4166666666667,15,5,8.348774539791274
7,1981,4318,1981-07-15,1981.5,15,6,8.370547611074752
8,1981,4234,1981-08-15,1981.5833333333333,15,7,8.350902451694811
9,1981,4249,1981-09-15,1981.6666666666667,15,8,8.354438940114811
10,1981,3980,1981-10-15,1981.75,15,9,8.289037098278483
11,1981,3695,1981-11-15,1981.8333333333333,15,10,8.214735833382303
12,1981,3752,1981-12-15,1981.9166666666667,15,11,8.230044310126114
1,1982,4117,1982-01-15,1982.0,16,0,8.322880021769905
2,1982,3960,1982-02-15,1982.0833333333333,16,1,8.283999304248526
3,1982,4894,1982-03-15,1982.1666666666667,16,2,8.495765244002618
4,1982,4858,1982-04-15,1982.25,16,3,8.488382109562117
5,1982,4593,1982-05-15,1982.3333333333333,16,4,8.432288684325794
6,1982,4395,1982-06-15,1982.4166666666667,16,5,8.388222810119277
7,1982,4266,1982-07-15,1982.5,16,6,8.358431899031295
8,1982,4311,1982-08-15,1982.5833333333333,16,7,8.368925174747135
9,1982,4335,1982-09-15,1982.6666666666667,16,8,8.374476889214643
10,1982,3952,1982-10-15,1982.75,16,9,8.281977058867758
11,1982,3742,1982-11-15,1982.8333333333333,16,10,8.227375506834035
12,1982,3822,1982-12-15,1982.9166666666667,16,11,8.248529124800218
1,1983,3990,1983-01-15,1983.0,17,0,8.29154650988391
2,1983,3914,1983-02-15,1983.0833333333333,17,1,8.272315147956022
3,1983,4667,1983-03-15,1983.1666666666667,17,2,8.448271745949816
4,1983,4540,1983-04-15,1983.25,17,3,8.420682291035394
5,1983,4359,1983-05-15,1983.3333333333333,17,4,8.379997952238393
6,1983,4320,1983-06-15,1983.4166666666667,17,5,8.371010681238156
7,1983,4315,1983-07-15,1983.5,17,6,8.36985260351753
8,1983,4188,1983-08-15,1983.5833333333333,17,7,8.339978571990427
9,1983,4192,1983-09-15,1983.6666666666667,17,8,8.340933226000878
10,1983,3861,1983-10-15,1983.75,17,9,8.258681496264236
11,1983,3694,1983-11-15,1983.8333333333333,17,10,8.214465160759186
12,1983,3897,1983-12-15,1983.9166666666667,17,11,8.26796230533871
1,1984,4037,1984-01-15,1984.0,18,0,8.30325712085294
2,1984,4194,1984-02-15,1984.0833333333333,18,1,8.341410211461865
3,1984,4631,1984-03-15,1984.1666666666667,18,2,8.440528106480752
4,1984,4509,1984-04-15,1984.25,18,3,8.413830678421084
5,1984,4484,1984-05-15,1984.3333333333333,18,4,8.40827078419205
6,1984,4220,1984-06-15,1984.4166666666667,18,5,8.347590407030058
7,1984,4346,1984-07-15,1984.5,18,6,8.377011160816375
8,1984,4179,1984-08-15,1984.5833333333333,18,7,8.337827262447915
9,1984,4046,1984-09-15,1984.6666666666667,18,8,8.305484017727691
10,1984,3989,1984-10-15,1984.75,18,9,8.291295851905407
11,1984,3813,1984-11-15,1984.8333333333333,18,10,8.246171559857563
12,1984,3826,1984-12-15,1984.9166666666667,18,11,8.249575150000199
1,1985,4232,1985-01-15,1985.0,19,0,8.350429973538136
2,1985,3990,1985-02-15,1985.0833333333333,19,1,8.29154650988391
3,1985,4762,1985-03-15,1985.1666666666667,19,2,8.468423027046809
4,1985,4728,1985-04-15,1985.25,19,3,8.461257559085935
5,1985,4553,1985-05-15,1985.3333333333333,19,4,8.423541635334782
6,1985,4210,1985-06-15,1985.4166666666667,19,5,8.345217926676428
7,1985,4414,1985-07-15,1985.5,19,6,8.392536586816682
8,1985,4232,1985-08-15,1985.5833333333333,19,7,8.350429973538136
9,1985,4054,1985-09-15,1985.6666666666667,19,8,8.307459327011946
10,1985,4026,1985-10-15,1985.75,19,9,8.300528606199737
11,1985,3878,1985-11-15,1985.8333333333333,19,10,8.263074835802596
12,1985,4055,1985-12-15,1985.9166666666667,19,11,8.307705966549513
1,1986,4200,1986-01-15,1986.0,20,0,8.34283980427146
2,1986,4117,1986-02-15,1986.0833333333333,20,1,8.322880021769905
3,1986,4745,1986-03-15,1986.1666666666667,20,2,8.464846711044029
4,1986,4894,1986-04-15,1986.25,20,3,8.495765244002618
5,1986,4581,1986-05-15,1986.3333333333333,20,4,8.429672593886743
6,1986,4389,1986-06-15,1986.4166666666667,20,5,8.386856689688234
7,1986,4599,1986-07-15,1986.5,20,6,8.433594167539924
8,1986,4496,1986-08-15,1986.5833333333333,20,7,8.410943391573527
9,1986,4475,1986-09-15,1986.6666666666667,20,8,8.406261630708956
10,1986,4111,1986-10-15,1986.75,20,9,8.321421586897879
11,1986,3939,1986-11-15,1986.8333333333333,20,10,8.278682162970906
12,1986,3968,1986-12-15,1986.9166666666667,20,11,8.286017468404763
1,1987,4196,1987-01-15,1987.0,21,0,8.341886969516187
2,1987,4117,1987-02-15,1987.0833333333333,21,1,8.322880021769905
3,1987,4807,1987-03-15,1987.1666666666667,21,2,8.47782846789396
4,1987,4856,1987-04-15,1987.25,21,3,8.487970332739334
5,1987,4779,1987-05-15,1987.3333333333333,21,4,8.471986598578159
6,1987,4635,1987-06-15,1987.4166666666667,21,5,8.441391477999955
7,1987,4820,1987-07-15,1987.5,21,6,8.480529207044645
8,1987,4526,1987-08-15,1987.5833333333333,21,7,8.417593826193484
9,1987,4541,1987-09-15,1987.6666666666667,21,8,8.420902531097951
10,1987,4329,1987-10-15,1987.75,21,9,8.37309184744198
11,1987,4121,1987-11-15,1987.8333333333333,21,10,8.323851131338817
